0.000000000000000000e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.191999999999999948e+00
1.000000000000000000e+00 1.111007736544444624e+00 1.236447343394766696e+00 1.241168807775647372e-02
2.000000000000000000e+00 1.064416062313108258e+00 1.122686005479923255e+00 6.269395351141807994e-03
3.000000000000000000e+00 1.059885668791059610e+00 1.124541456751752211e+00 3.614322199087396850e-03
4.000000000000000000e+00 1.040156015452915250e+00 1.076368219851114638e+00 2.229958667304601534e-03
5.000000000000000000e+00 1.037617840877405495e+00 1.077407745274531425e+00 1.426561768569501029e-03
6.000000000000000000e+00 1.026558849973004950e+00 1.050405375816304776e+00 9.389855185678087392e-04
7.000000000000000000e+00 1.024963939757707054e+00 1.051058581365232669e+00 6.283494855270030941e-04
8.000000000000000000e+00 1.018093489151894016e+00 1.034283231136033709e+00 4.269324142017369124e-04
9.000000000000000000e+00 1.017038243350536275e+00 1.034715413716794430e+00 2.927325281787326048e-04
1.000000000000000000e+01 1.012539925995172396e+00 1.023732022174190570e+00 2.025550336101353331e-04
1.100000000000000000e+01 1.011821740183076468e+00 1.024026159708156802e+00 1.409337998524579625e-04
1.200000000000000000e+01 1.008784987108030107e+00 1.016611420949921518e+00 9.863070068035204626e-05
1.300000000000000000e+01 1.008287782298518342e+00 1.016815054319004874e+00 6.927080453259290950e-05
1.400000000000000000e+01 1.006197982735509644e+00 1.011712460386036350e+00 4.883836188264525132e-05
1.500000000000000000e+01 1.005849980079681183e+00 1.011854987071018508e+00 3.451414217640166908e-05
1.600000000000000000e+01 1.004393647148118740e+00 1.008299107496505087e+00 2.445507624420316644e-05
1.700000000000000000e+01 1.004148299093322150e+00 1.008399591341474499e+00 1.735556590109252922e-05
1.800000000000000000e+01 1.003124778754353574e+00 1.005900495847173337e+00 1.233936284838036680e-05
1.900000000000000000e+01 1.002950948243871210e+00 1.005971689230306332e+00 8.782722220052205524e-06
2.000000000000000000e+01 1.002227414379145198e+00 1.004205060710633646e+00 6.259116389892020538e-06
2.100000000000000000e+01 1.002103833906899943e+00 1.004255673873328814e+00 4.464101335450603353e-06
2.200000000000000000e+01 1.001590289062708417e+00 1.003001768545389583e+00 3.186693055110183979e-06
2.300000000000000000e+01 1.001502223210477327e+00 1.003037836471216915e+00 2.276060315731614377e-06
2.400000000000000000e+01 1.001136686702081224e+00 1.002145318163172316e+00 1.626671126869790925e-06
2.500000000000000000e+01 1.001073824047747030e+00 1.002171063960167974e+00 1.163010701043254887e-06
2.600000000000000000e+01 1.000813116527925484e+00 1.001534503099195117e+00 8.318808511359230843e-07
2.700000000000000000e+01 1.000768191068105883e+00 1.001552902604921025e+00 5.951930388997842338e-07
2.800000000000000000e+01 1.000581985116170358e+00 1.001098249738878732e+00 4.259830338995765690e-07
2.900000000000000000e+01 1.000549851633476539e+00 1.001111410209604591e+00 3.049381195207573206e-07
3.000000000000000000e+01 1.000416722665661284e+00 1.000786353646452298e+00 2.183380323930912781e-07
3.100000000000000000e+01 1.000393725025828795e+00 1.000795772475050471e+00 1.563535257248551638e-07
3.200000000000000000e+01 1.000298475128852616e+00 1.000563203976536863e+00 1.119840458702038610e-07
3.300000000000000000e+01 1.000282008892008134e+00 1.000569947827802508e+00 8.021358563339004514e-08
3.400000000000000000e+01 1.000213825297235015e+00 1.000403466217179016e+00 5.746321125122058287e-08
3.500000000000000000e+01 1.000202031924059654e+00 1.000408296267624841e+00 4.116828898758412282e-08
3.600000000000000000e+01 1.000153205493817143e+00 1.000289078400442566e+00 2.949657909583239527e-08
3.700000000000000000e+01 1.000144757053667011e+00 1.000292538512449259e+00 2.113501888576323374e-08
3.800000000000000000e+01 1.000109783135523678e+00 1.000207143862325232e+00 1.514465328198082454e-08
3.900000000000000000e+01 1.000103729965699406e+00 1.000209622976246715e+00 1.085255239343526559e-08
4.000000000000000000e+01 1.000078673756349845e+00 1.000148444065116715e+00 7.777192618575812317e-09
4.100000000000000000e+01 1.000074336273735653e+00 1.000150220508509102e+00 5.573463717127667364e-09
4.200000000000000000e+01 1.000056382944867206e+00 1.000106384463807618e+00 3.994300082610806277e-09
4.300000000000000000e+01 1.000053274612792809e+00 1.000107657500833414e+00 2.862624190248315109e-09
4.400000000000000000e+01 1.000040409412590536e+00 1.000076244970356187e+00 2.051622388109935408e-09
4.500000000000000000e+01 1.000038181788078573e+00 1.000077157308040698e+00 1.470402903795077047e-09
4.600000000000000000e+01 1.000028962059248183e+00 1.000054645803519326e+00 1.053857865870570806e-09
4.700000000000000000e+01 1.000027365539073676e+00 1.000055299668438424e+00 7.553216063203262015e-10
4.800000000000000000e+01 1.000020757976849639e+00 1.000039166204023999e+00 5.413605770115195714e-10
4.900000000000000000e+01 1.000019613730282142e+00 1.000039634837430969e+00 3.880112680799613992e-10
5.000000000000000000e+01 1.000014878078034242e+00 1.000028071953208419e+00 2.781029048640417685e-10
5.100000000000000000e+01 1.000014057964476510e+00 1.000028407835894528e+00 1.993282517137085221e-10
5.200000000000000000e+01 1.000010663827300750e+00 1.000020120484289121e+00 1.428679072645092315e-10
5.300000000000000000e+01 1.000010076020062533e+00 1.000020361224454923e+00 1.024004926769332479e-10
5.400000000000000000e+01 1.000007643329345886e+00 1.000014421404607168e+00 7.339579811527024610e-11
5.500000000000000000e+01 1.000007222020502073e+00 1.000014593954303921e+00 5.260674737097353063e-11
5.600000000000000000e+01 1.000005478407673953e+00 1.000010336632925156e+00 3.770621994826702635e-11
5.700000000000000000e+01 1.000005176433647280e+00 1.000010460308292881e+00 2.702622152424163855e-11
5.800000000000000000e+01 1.000003926700335111e+00 1.000007408876093962e+00 1.937129166945678171e-11
5.900000000000000000e+01 1.000003710258579259e+00 1.000007497521180788e+00 1.388456871587018922e-11
6.000000000000000000e+01 1.000002814507082283e+00 1.000005310394594060e+00 9.951919688701111980e-12
6.100000000000000000e+01 1.000002659370495373e+00 1.000005373931762254e+00 7.133156244730571244e-12
6.200000000000000000e+01 1.000002017333699644e+00 1.000003806291954289e+00 5.112779309800166044e-12
6.300000000000000000e+01 1.000001906137824026e+00 1.000003851832928392e+00 3.664651224040853425e-12
6.400000000000000000e+01 1.000001445951527845e+00 1.000002728211421887e+00 2.626688530184605254e-12
6.500000000000000000e+01 1.000001366250492518e+00 1.000002760853485162e+00 1.882715576585998210e-12
6.600000000000000000e+01 1.000001036406772181e+00 1.000001955485029903e+00 1.349463644124705820e-12
6.700000000000000000e+01 1.000000979279984659e+00 1.000001978881665199e+00 9.672479352925955958e-13
6.800000000000000000e+01 1.000000742860164049e+00 1.000001401623242137e+00 6.932894768085630265e-13
6.900000000000000000e+01 1.000000701913713819e+00 1.000001418393118513e+00 4.969257615947479178e-13
7.000000000000000000e+01 1.000000532456407631e+00 1.000001004634866630e+00 3.561791315310529968e-13
7.100000000000000000e+01 1.000000503107422389e+00 1.000001016654928909e+00 2.552968798892945563e-13
7.200000000000000000e+01 1.000000381646453995e+00 1.000000720087725004e+00 1.829880243189066646e-13
7.300000000000000000e+01 1.000000360610122208e+00 1.000000728703287267e+00 1.311595398982127100e-13
7.400000000000000000e+01 1.000000273550877061e+00 1.000000516133705775e+00 9.401057540302324208e-14
7.500000000000000000e+01 1.000000258472746761e+00 1.000000522309051343e+00 6.738350152922923065e-14
7.600000000000000000e+01 1.000000196071703762e+00 1.000000369946573819e+00 4.829813565266722029e-14
7.700000000000000000e+01 1.000000185264224850e+00 1.000000374372847167e+00 3.461841555453154342e-14
7.800000000000000000e+01 1.000000140537392612e+00 1.000000265164870283e+00 2.481327916732614503e-14
7.900000000000000000e+01 1.000000132790971774e+00 1.000000268337466913e+00 1.778529843157817145e-14
8.000000000000000000e+01 1.000000100732112873e+00 1.000000190060516880e+00 1.274785474107912444e-14
8.100000000000000000e+01 1.000000095179737203e+00 1.000000192334530302e+00 9.137198570677914434e-15
8.200000000000000000e+01 1.000000072201340240e+00 1.000000136228945236e+00 6.549234159020618306e-15
8.300000000000000000e+01 1.000000068221609029e+00 1.000000137858869209e+00 4.694269038088627724e-15
8.400000000000000000e+01 1.000000051751405383e+00 1.000000097644144548e+00 3.364687980841358239e-15
8.500000000000000000e+01 1.000000048898866067e+00 1.000000098812420690e+00 2.411690860832557282e-15
8.600000000000000000e+01 1.000000037093680794e+00 1.000000069988084883e+00 1.728619875361308053e-15
8.700000000000000000e+01 1.000000035049083857e+00 1.000000070825462162e+00 1.239017384736701938e-15
8.800000000000000000e+01 1.000000026587403834e+00 1.000000050164889354e+00 8.880822880478412276e-16
8.900000000000000000e+01 1.000000025121899672e+00 1.000000050765096793e+00 6.365448498416535281e-16
9.000000000000000000e+01 1.000000019056721090e+00 1.000000035956021938e+00 4.562478990780521976e-16
9.100000000000000000e+01 1.000000018006294678e+00 1.000000036386232694e+00 3.270188315830294150e-16
9.200000000000000000e+01 1.000000013659065212e+00 1.000000025771788481e+00 2.343935443232698065e-16
9.300000000000000000e+01 1.000000012906165914e+00 1.000000026080144266e+00 1.680035862634064087e-16
9.400000000000000000e+01 1.000000009790421140e+00 1.000000018472511076e+00 1.204203072890823448e-16
9.500000000000000000e+01 1.000000009250781252e+00 1.000000018693523396e+00 8.631393345313048811e-17
9.600000000000000000e+01 1.000000007017790793e+00 1.000000013241199470e+00 6.187024652639350359e-17
9.700000000000000000e+01 1.000000006631004412e+00 1.000000013399607202e+00 4.434888578279444102e-17
9.800000000000000000e+01 1.000000005030325489e+00 1.000000009491226027e+00 3.178907004106557404e-17
