9.900000000000000000e+01 1.000000004753072602e+00 1.000000009604774975e+00 2.278625579612138903e-17
1.000000000000000000e+02 1.000000003605661769e+00 1.000000006803155372e+00 1.633282182718205817e-17
1.010000000000000000e+02 1.000000003406926075e+00 1.000000006884548043e+00 1.170710346510951620e-17
1.020000000000000000e+02 1.000000002584295666e+00 1.000000004875998050e+00 8.390800675508917902e-18
1.030000000000000000e+02 1.000000002441837177e+00 1.000000004934344044e+00 6.013917149548550514e-18
1.040000000000000000e+02 1.000000001852239917e+00 1.000000003494770695e+00 4.310351169251064633e-18
1.050000000000000000e+02 1.000000001750136258e+00 1.000000003536588800e+00 3.089354370725640804e-18
1.060000000000000000e+02 1.000000001327462806e+00 1.000000002504608299e+00 2.214063400901634989e-18
1.070000000000000000e+02 1.000000001254278015e+00 1.000000002534582988e+00 1.586761389606374499e-18
1.080000000000000000e+02 1.000000000951361212e+00 1.000000001794994153e+00 1.137195762127165397e-18
1.090000000000000000e+02 1.000000000898911612e+00 1.000000001816476081e+00 8.150006673648818416e-19
1.100000000000000000e+02 1.000000000681789292e+00 1.000000001286368567e+00 5.840643701665106602e-19
1.110000000000000000e+02 1.000000000644198694e+00 1.000000001301764918e+00 4.185657746464471233e-19
1.120000000000000000e+02 1.000000000488648455e+00 1.000000000921971166e+00 2.999960715581600925e-19
1.130000000000000000e+02 1.000000000461711336e+00 1.000000000933003674e+00 2.150132698732128160e-19
1.140000000000000000e+02 1.000000000350333984e+00 1.000000000661029675e+00 1.541577852580724223e-19
1.150000000000000000e+02 1.000000000331032313e+00 1.000000000668934019e+00 1.105261634961456886e-19
1.160000000000000000e+02 1.000000000251243915e+00 1.000000000474077666e+00 7.926625196419195538e-20
1.170000000000000000e+02 1.000000000237408315e+00 1.000000000479742912e+00 5.684807314888313727e-20
1.180000000000000000e+02 1.000000000180034210e+00 1.000000000339672512e+00 4.073217728308077917e-20
1.190000000000000000e+02 1.000000000170105041e+00 1.000000000343739703e+00 2.918488952310806316e-20
1.200000000000000000e+02 1.000000000128940858e+00 1.000000000243260523e+00 2.090133063912067080e-20
1.210000000000000000e+02 1.000000000121824106e+00 1.000000000246176191e+00 1.496892632788258129e-20
1.220000000000000000e+02 1.000000000092435393e+00 1.000000000174411596e+00 1.073219453889786165e-20
1.230000000000000000e+02 1.000000000087342356e+00 1.000000000176497261e+00 7.694393834591655698e-21
1.240000000000000000e+02 1.000000000066329164e+00 1.000000000125167654e+00 5.521762211124872670e-21
1.250000000000000000e+02 1.000000000062680305e+00 1.000000000126661348e+00 3.962659034088813353e-21
1.260000000000000000e+02 1.000000000047589266e+00 1.000000000089801278e+00 2.843035479306076701e-21
